Epoch,Train_Loss,Val_Loss,Val_CCC_Loss,Val_RMSE,Val_Pearson,Val_R2
1,0.28158851404776747,0.21753843929618596,0.2158573865890503,1038.4916445925755,0.7442844100272049,0.5076065129329121
2,0.1159199645733022,0.18694290881976486,0.18580810725688934,1353.9318631617696,0.7484993976253371,0.1630492470396223
3,0.08706435364188324,0.16893892996013166,0.16804316639900208,1223.0237899833264,0.8081290201636229,0.31707014884935747
4,0.0741154292491094,0.15727868182584642,0.1563112735748291,1003.9105520006165,0.7562724044870444,0.5398532863542174
5,0.06735572375903266,0.14036634769290685,0.13959553837776184,850.7717101971962,0.8252799898094266,0.6695297513803828
6,0.06219523171869872,0.1720645665191114,0.17110320925712585,1032.1413358438717,0.7876806556588608,0.5136100093325154
7,0.05821349005658589,0.16187640493735672,0.16080088913440704,976.0852986309809,0.7670611993549519,0.565007439125187
8,0.05774438287087604,0.17044621240347624,0.16921988129615784,1155.6198020384963,0.709566470990847,0.39027186324584984
9,0.05217806018245314,0.1769412842579186,0.17563502490520477,1063.3423476815385,0.7623329353067694,0.4837589843230711
10,0.048324451742801054,0.20231793113052846,0.20066708326339722,1052.4490980227724,0.7152015616510858,0.49428191236495256
11,0.04451278548356126,0.16548384614288808,0.16446521878242493,1064.3779675831995,0.7829201647432675,0.48275293050302825
12,0.04320495533244928,0.16827498776838185,0.16691085696220398,963.8708071861546,0.7923645440775204,0.575826101798897
13,0.04016874093289307,0.16352383038029075,0.1623508334159851,1066.6499008921621,0.7989135147555321,0.4805424280838576
14,0.037969190344526504,0.1373001574538648,0.1362137794494629,832.174637442462,0.8282821524205345,0.6838193867661828
15,0.035528879515163564,0.15110768554732204,0.15014033019542694,910.5129935565035,0.8070064735465154,0.6214889329224612
16,0.03665468838865532,0.1642822904512286,0.16304805874824524,910.4557169480637,0.8101938197373354,0.6215365525576302
17,0.033768914040197565,0.18198671471327543,0.180601567029953,942.943970697451,0.7955853776960164,0.5940448434128291
18,0.0323941244972938,0.1944688068702817,0.19278576970100403,983.5455344385366,0.7930898172098495,0.5583327183007469
19,0.03141439371103548,0.22051415760070087,0.218825101852417,986.0942459704129,0.7714604417689666,0.5560407227117627
20,0.03129247241014742,0.179997443780303,0.17875108122825623,1062.6153794916008,0.7472186642554303,0.4844646131570488
21,0.029760385634309335,0.2013734453357756,0.19992491602897644,943.8775492230448,0.7818394626585247,0.5932405991698186
22,0.029028662743719773,0.19213757691904904,0.19073721766471863,901.4850193515757,0.7971885584005498,0.6289577928229592
23,0.027391648076045577,0.2586118884384632,0.25613200664520264,1140.0525079831887,0.6695234644841283,0.4065884498860348
24,0.02791052974311937,0.17583065181970597,0.1744980812072754,1104.720726323494,0.7287633506599118,0.4427997651768909
25,0.02874687214806208,0.15158838257193566,0.15045355260372162,826.5079351796253,0.8333230636115788,0.6881107963118333
26,0.025921256057137906,0.14195034569129347,0.14100497961044312,795.6414514543909,0.8449225506744481,0.7109712208377159
27,0.027829700844430642,0.1700800101272762,0.16877472400665283,881.8919563002568,0.8033242780302008,0.6449111385857849
28,0.024495385701802232,0.1867200925014913,0.18527774512767792,1014.7659044529859,0.7634463851954926,0.5298482900360385
29,0.02424550994850344,0.16154876127839088,0.160458505153656,844.3166306166473,0.833776253934948,0.6745254959386487
30,0.02312236842431167,0.14935077028349042,0.14835190773010254,903.5794478645402,0.7977625407741723,0.6272316984161102
31,0.024207495550347093,0.16649998407810926,0.16525009274482727,973.4113582159376,0.7741861761568924,0.5673874585776061
32,0.022616738853342245,0.17569121886044742,0.17425090074539185,905.5087517878973,0.7954537697046803,0.6256381448197674
33,0.02208639147901098,0.15624741362407804,0.15507684648036957,821.9880833825024,0.8317557497069125,0.6915126715642994
34,0.021611899471505307,0.17712957309558988,0.17583999037742615,881.5873150059316,0.8034597744876563,0.6451564204382763
35,0.020143001140412235,0.18908822452649474,0.187752828001976,923.5139348026236,0.7930826517060885,0.6106024701925112
36,0.020862964564612556,0.1506048681214452,0.14944562315940857,834.6221241037454,0.8285607756464964,0.6819568310712538
37,0.019671737323685778,0.1584718121215701,0.15723028779029846,878.3922017475776,0.8071380346909057,0.6477238595758994
38,0.019429845359976067,0.15523465033620595,0.15415695309638977,855.5310305975663,0.8168814958025791,0.6658220280678169
39,0.018616106507431774,0.1680211929604411,0.16672256588935852,892.6827701017146,0.817563494469096,0.6361682533584776
40,0.018067546191269348,0.17128837518393994,0.17007064819335938,927.7476121943708,0.7907580904797047,0.6070240459415882
41,0.019113147497196628,0.14117691339924932,0.14024174213409424,806.6162402323997,0.8386957646522771,0.7029427132508177
42,0.018740708734937675,0.18209785157814623,0.18076252937316895,990.411330076967,0.7564392411809804,0.5521449389758839
43,0.019288429917270287,0.15438563637435437,0.15320760011672974,880.471038979121,0.8043792585821063,0.6460544655872014
44,0.017262887490025833,0.1613700999878347,0.160160630941391,865.5444152733776,0.8117813801149234,0.6579536160037229
