Epoch,Phase,Train_Loss,Train_MSE,Train_L1,Temperature,LR_Backbone,LR_WeightNet,Val_RMSE,Val_MAE,Val_MAPE,Val_Pearson_R
157,Phase3,0.02915986760386399,0.029157867122973715,0.20000000298023224,1.1779999999999995,8.341515946209814e-07,8.341515946209814e-07,4036.717,2628.2222,46.95724,0.22062373495723994
158,Phase3,0.027348697185516357,0.027346696704626083,0.2000000008514949,1.1534999999999997,8.414969206237135e-07,8.414969206237135e-07,4033.6697,2680.1694,48.622868,0.23181603484101082
159,Phase3,0.030460727268031666,0.030458726787141392,0.2000000008514949,1.1289999999999996,8.486949874973784e-07,8.486949874973784e-07,4030.5945,2682.3467,48.71071,0.23705611809877727
160,Phase3,0.029111004833664213,0.02910900435277394,0.2000000008514949,1.1044999999999994,8.557440192266824e-07,8.557440192266824e-07,4030.6443,2663.0344,48.12188,0.23332024234230928
161,Phase3,0.03000723570585251,0.030005235224962234,0.2000000008514949,1.0799999999999996,8.626422765685228e-07,8.626422765685228e-07,4041.2256,2634.2957,46.99371,0.21475300488866342
162,Phase3,0.02955832039671285,0.029556319915822575,0.2000000008514949,1.0554999999999994,8.693880574811218e-07,8.693880574811218e-07,4034.25,2645.395,47.44834,0.2244833226555723
163,Phase3,0.028324157797864506,0.028322157316974232,0.2000000008514949,1.0309999999999993,8.759796975439782e-07,8.759796975439782e-07,4019.6602,2661.045,48.14198,0.24905425865672637
164,Phase3,0.02812119573354721,0.028119195252656937,0.2000000008514949,1.0065,8.824155703685395e-07,8.824155703685395e-07,4014.4133,2694.5017,49.30627,0.2700142304222226
165,Phase3,0.029178340254085406,0.029176339773195132,0.2000000008514949,0.9820000000000002,8.886940879994882e-07,8.886940879994882e-07,4016.2732,2702.5535,49.505516,0.26844572851083465
166,Phase3,0.028441753770623888,0.028439753289733614,0.2000000008514949,0.9574999999999996,8.948137013065466e-07,8.948137013065466e-07,4018.9446,2647.838,47.74574,0.24675494252718122
167,Phase3,0.02761903644672462,0.027617035965834345,0.2000000008514949,0.9329999999999998,9.007729003667002e-07,9.007729003667002e-07,4022.6252,2644.5403,47.541695,0.2401199423889314
168,Phase3,0.026959115905421122,0.026957115424530848,0.2000000008514949,0.9085000000000001,9.065702148367509e-07,9.065702148367509e-07,4018.8535,2647.819,47.62873,0.24583398536843082
169,Phase3,0.02781037108174392,0.027808370600853647,0.2000000008514949,0.8839999999999995,9.122042143161003e-07,9.122042143161003e-07,4003.7874,2660.378,48.262512,0.27542258932444774
170,Phase3,0.027799158224037716,0.027797157743147442,0.2000000008514949,0.8594999999999997,9.176735086996799e-07,9.176735086996799e-07,3999.283,2633.035,47.53923,0.2743227622996096
171,Phase3,0.028138738657746996,0.02813673817685672,0.2000000008514949,0.835,9.229767485209396e-07,9.229767485209396e-07,3997.3594,2634.3247,47.583344,0.2777872718945625
172,Phase3,0.026585800839321955,0.02658380035843168,0.2000000008514949,0.8105000000000002,9.281126252848074e-07,9.281126252848074e-07,4001.4658,2678.084,48.74721,0.28116141573600384
173,Phase3,0.02574133181146213,0.025739331330571855,0.2000000008514949,0.7859999999999996,9.330798717905418e-07,9.330798717905418e-07,4014.8706,2699.8845,49.15936,0.2617654414862125
174,Phase3,0.026504476687737873,0.0265024762068476,0.2000000008514949,0.7614999999999998,9.37877262444394e-07,9.37877262444394e-07,4015.3462,2662.599,48.006844,0.2511538118600055
175,Phase3,0.026995996545468057,0.026993996064577783,0.2000000008514949,0.7370000000000001,9.425036135620049e-07,9.425036135620049e-07,3999.8123,2611.7354,46.71857,0.2664342796646726
176,Phase3,0.026761450937816074,0.0267594504569258,0.2000000008514949,0.7124999999999995,9.469577836604621e-07,9.469577836604621e-07,3987.2996,2638.778,47.73428,0.2942799513526974
177,Phase3,0.02711539955011436,0.027113399069224085,0.2000000008514949,0.6879999999999997,9.512386737399428e-07,9.512386737399428e-07,3984.7898,2663.8503,48.44426,0.303748891067865
178,Phase3,0.026604455363537585,0.02660245501569339,0.2000000008514949,0.6635,9.553452275548759e-07,9.553452275548759e-07,3989.7734,2674.488,48.589714,0.29466531123663986
179,Phase3,0.02643439785710403,0.026432397376213754,0.2000000008514949,0.6389999999999993,9.592764318745556e-07,9.592764318745556e-07,3988.797,2636.8953,47.47677,0.2850643903527582
180,Phase3,0.026637412075485502,0.02663541159459523,0.2000000008514949,0.6144999999999996,9.630313167331399e-07,9.630313167331399e-07,3989.6484,2659.3665,48.07255,0.2885549342040733
181,Phase3,0.026972272034202303,0.02697027155331203,0.2000000008514949,0.5899999999999999,9.666089556689754e-07,9.666089556689754e-07,3990.454,2676.1196,48.53045,0.2912501237219889
182,Phase3,0.025647700099008425,0.025645699751164232,0.2000000008514949,0.5654999999999992,9.70008465953188e-07,9.70008465953188e-07,3988.4746,2697.271,49.17613,0.30199044844273987
183,Phase3,0.025855847501329014,0.02585384702043874,0.2000000008514949,0.5409999999999995,9.732290088074831e-07,9.732290088074831e-07,3981.097,2679.278,48.707478,0.3077275694373616
184,Phase3,0.025393454624073847,0.025391454143183573,0.2000000008514949,0.5164999999999997,9.762697896111015e-07,9.762697896111015e-07,3976.0554,2629.5332,47.249367,0.2991287869373384
185,Phase3,0.02594702291701521,0.025945022436124936,0.2000000008514949,0.4919999999999991,9.791300580968803e-07,9.791300580968803e-07,3969.921,2591.565,46.242054,0.301212730010156
186,Phase3,0.025400475465825627,0.025398474984935353,0.19999999872275762,0.46749999999999936,9.818091085363693e-07,9.818091085363693e-07,3967.087,2610.5835,46.786743,0.30996547717848083
187,Phase3,0.025459121646625654,0.02545712116573538,0.19999999872275762,0.4429999999999996,9.843062799139603e-07,9.843062799139603e-07,3976.741,2659.8591,48.024197,0.3042440721638564
188,Phase3,0.02380742066140686,0.023805420313562666,0.2000000008514949,0.418499999999999,9.866209560899816e-07,9.866209560899816e-07,3973.5962,2649.9404,47.749813,0.3067751773435884
189,Phase3,0.023803394553916796,0.023801394206072603,0.2000000008514949,0.39400000000000013,9.88752565952722e-07,9.88752565952722e-07,3972.823,2679.634,48.57795,0.31702917051501134
190,Phase3,0.025965595351798192,0.025963594870907918,0.2000000008514949,0.3694999999999995,9.907005835593443e-07,9.907005835593443e-07,3973.6614,2700.5886,49.134888,0.32127427078315124
191,Phase3,0.024824478264365877,0.024822477783475603,0.2000000008514949,0.34499999999999975,9.924645282656525e-07,9.924645282656525e-07,3977.2693,2714.148,49.428837,0.31716418787861766
192,Phase3,0.024199124159557477,0.024197123678667203,0.2000000008514949,0.3205,9.94043964844685e-07,9.94043964844685e-07,3978.0947,2703.4822,49.04434,0.3101126102411313
193,Phase3,0.023899137707693235,0.02389713722680296,0.2000000008514949,0.29600000000000026,9.954385035940992e-07,9.954385035940992e-07,3979.4182,2731.2092,49.760635,0.3165593100838051
194,Phase3,0.025453747383185794,0.02545174690229552,0.2000000008514949,0.27149999999999963,9.96647800432326e-07,9.96647800432326e-07,3975.1987,2719.3105,49.50768,0.31914618005188666
195,Phase3,0.02461099491587707,0.024608994434986795,0.2000000008514949,0.2469999999999999,9.976715569834653e-07,9.976715569834653e-07,3976.1519,2721.819,49.541046,0.3180388781283264
196,Phase3,0.02440701611340046,0.024405015632510185,0.2000000008514949,0.22250000000000014,9.985095206509072e-07,9.985095206509072e-07,3983.4917,2775.0803,50.818752,0.3248842157719278
197,Phase3,0.024427441880106926,0.024425441399216652,0.2000000008514949,0.1979999999999995,9.991614846796554e-07,9.991614846796554e-07,3987.0308,2785.5437,51.003258,0.32071923801158764
198,Phase3,0.025180107514773096,0.025178107166928903,0.2000000008514949,0.17349999999999977,9.996272882073414e-07,9.996272882073414e-07,3973.92,2730.154,49.555218,0.3184130607774746
199,Phase3,0.023482400258736952,0.02348039991089276,0.2000000008514949,0.14900000000000002,9.999068163039147e-07,9.999068163039147e-07,3976.674,2738.8347,49.764687,0.31715268788208323
200,Phase3,0.024247736004846438,0.024245735523956164,0.2000000008514949,0.12449999999999939,1e-06,1e-06,3971.693,2713.9097,49.128254,0.3152731106131044
