Epoch,Phase,Train_Loss,Train_MSE,Train_L1,Temperature,LR_Backbone,LR_WeightNet,Val_RMSE,Val_MAE,Val_MAPE,Val_Pearson_R
34,Phase1,0.04063358796494348,0.040631587484053204,0.2000000008514949,4.1915,8.295367279487643e-09,4.222066990355472e-09,5417.137,3793.7183,55.866783,0.055981165313797966
35,Phase1,0.041643657854625156,0.04164165737373488,0.2000000008514949,4.167,8.557786787036314e-09,4.354103111701375e-09,5413.4185,3790.078,55.804836,0.05604981044807006
36,Phase1,0.041012827306985855,0.04101082682609558,0.2000000008514949,4.1425,8.821266604246923e-09,4.486699042809097e-09,5409.5347,3786.2456,55.739944,0.056119072808362404
37,Phase1,0.04094707007919039,0.04094506959830012,0.2000000008514949,4.118,9.085845869961758e-09,4.6198748150634e-09,5405.4824,3782.219,55.671944,0.05618896807215097
38,Phase1,0.03845704134021487,0.038455040859324593,0.2000000008514949,4.0935,9.351564322683471e-09,4.7536507791343015e-09,5401.328,3778.0735,55.603146,0.05626475092432157
39,Phase1,0.040699075375284464,0.04069707489439419,0.2000000008514949,4.069,9.618462326072462e-09,4.88804761830726e-09,5397.061,3773.8328,55.53411,0.05634071880278531
40,Phase1,0.04071553583656039,0.040713535355670114,0.19999999872275762,4.0445,9.886580895200031e-09,5.023086362222257e-09,5392.7295,3769.4937,55.461555,0.05642182223204152
41,Phase1,0.04116561742765563,0.041163616946765354,0.2000000008514949,4.02,1.0155961723594352e-08,5.158788401034921e-09,5388.253,3765.0354,55.38854,0.056502509398514936
42,Phase1,0.03823851315038545,0.038236512669495175,0.2000000008514949,3.9955,1.0426647211113785e-08,5.295175500029749e-09,5383.632,3760.484,55.316483,0.05658324361478304
43,Phase1,0.04108590951987675,0.041083909038986476,0.2000000008514949,3.971,1.0698680492696446e-08,5.4322698146992e-09,5378.8267,3755.7954,55.243183,0.05666306823650049
44,Phase1,0.039028421576534,0.03902642109564373,0.2000000008514949,3.9465,1.0972105468026054e-08,5.5700939063191484e-09,5373.8584,3750.9927,55.16864,0.056739688904151195
45,Phase1,0.04045486902551992,0.04045286854462964,0.2000000008514949,3.9219999999999997,1.1246966832157464e-08,5.708670758040816e-09,5368.7695,3746.0144,55.092644,0.05682124250426236
46,Phase1,0.0433812290430069,0.04337922856211662,0.2000000008514949,3.8975,1.1523310107154832e-08,5.848023791525017e-09,5363.6133,3740.9478,55.012997,0.05690953447232194
47,Phase1,0.03931762171643121,0.039315621235540936,0.2000000008514949,3.8729999999999998,1.180118167478518e-08,5.988176884146454e-09,5358.4067,3735.874,54.93105,0.05699767794520322
48,Phase1,0.04272050304072244,0.04271850309201649,0.2000000008514949,3.8485,1.208062881032581e-08,6.1291543867979305e-09,5353.141,3730.705,54.84654,0.05709617366792018
49,Phase1,0.040476784110069275,0.040474783629179,0.2000000008514949,3.824,1.2361699717539988e-08,6.27098114231988e-09,5347.7646,3725.4446,54.762928,0.05719403445490609
50,Phase1,0.040217540093830655,0.04021553961294038,0.2000000008514949,3.7995,1.2644443564871724e-08,6.413682504591005e-09,5342.243,3719.9326,54.672062,0.05730327846496968
51,Phase1,0.040039582177996635,0.04003758169710636,0.2000000008514949,3.775,1.2928910522930786e-08,6.557284358306287e-09,5336.5483,3714.2961,54.580368,0.05740611593599698
52,Phase1,0.04185605687754495,0.041854056396654675,0.2000000008514949,3.7504999999999997,1.3215151803320907e-08,6.701813139486407e-09,5330.807,3708.5896,54.485798,0.057511635460401674
53,Phase1,0.03976074579570975,0.039758745314819474,0.2000000008514949,3.726,1.3503219698887612e-08,6.847295856743988e-09,5324.9478,3702.6926,54.38744,0.057620089573564966
54,Phase1,0.041323816403746605,0.04132181645504066,0.2000000008514949,3.7015,1.3793167625447719e-08,6.993760113350921e-09,5319.002,3696.6348,54.287678,0.05772924674421728
55,Phase1,0.03967473389846938,0.039672733417579105,0.2000000008514949,3.6769999999999996,1.4085050165078866e-08,7.141234130147432e-09,5312.8237,3690.4382,54.19092,0.057838267904431875
56,Phase1,0.03854673595300743,0.038544735472117155,0.2000000008514949,3.6525,1.437892311104889e-08,7.28974676933079e-09,5306.4497,3684.0867,54.091133,0.0579579631084431
57,Phase1,0.03857359077249255,0.03857159029160227,0.2000000008514949,3.6279999999999997,1.4674843514461081e-08,7.439327559170666e-09,5300.0317,3677.687,53.987114,0.05808647626704402
58,Phase1,0.039158331496374946,0.03915633101548467,0.2000000008514949,3.6035,1.49728697327049e-08,7.590006719698377e-09,5293.5005,3671.1765,53.88391,0.058214317415405455
59,Phase1,0.040492820154343336,0.04049081967345306,0.2000000008514949,3.5789999999999997,1.5273061479807626e-08,7.74181518941955e-09,5286.942,3664.4133,53.773582,0.05834962827696444
60,Phase1,0.041097702724593024,0.04109570224370275,0.2000000008514949,3.5545,1.5575479878773174e-08,7.894784653098285e-09,5280.2,3657.5498,53.670013,0.0584791576607149
61,Phase1,0.040722654068044255,0.04072065358715398,0.2000000008514949,3.5300000000000002,1.5880187516019616e-08,8.048947570675916e-09,5273.3486,3650.593,53.56617,0.05862163028116353
62,Phase1,0.03878152210797582,0.03877952162708555,0.2000000008514949,3.5054999999999996,1.6187248498015414e-08,8.20433720737372e-09,5266.336,3643.4895,53.461563,0.05876471158002679
63,Phase1,0.03776939718851021,0.03776739670761994,0.2000000008514949,3.481,1.649672851023143e-08,8.36098766504859e-09,5259.249,3636.3018,53.35416,0.058911931401314954
64,Phase1,0.038990161780800135,0.03898816129990986,0.2000000008514949,3.4565,1.6808694878526456e-08,8.51893391485929e-09,5252.1797,3628.968,53.241516,0.05907251408363715
65,Phase1,0.039485350783382146,0.03948335030249187,0.2000000008514949,3.432,1.7123216633090798e-08,8.678211831321827e-09,5244.844,3621.5898,53.13437,0.059225175037245545
66,Phase1,0.03924581781029701,0.03924381732940674,0.2000000008514949,3.4074999999999998,1.7440364575089763e-08,8.838858227816028e-09,5237.404,3614.1921,53.026505,0.05937702966483726
67,Phase1,0.0397848870073046,0.039782886526414325,0.2000000008514949,3.383,1.7760211346134342e-08,9.000910893628183e-09,5229.8604,3606.6965,52.917187,0.059531154936824336
68,Phase1,0.03895540003265653,0.03895339955176626,0.2000000008514949,3.3585,1.8082831500742545e-08,9.164408632609428e-09,5222.1475,3599.101,52.809006,0.05968323798714707
69,Phase1,0.040133489561932426,0.04013148908104215,0.2000000008514949,3.3339999999999996,1.840830158194281e-08,9.32939130353241e-09,5214.4067,3591.4739,52.698685,0.059837675302117616
70,Phase1,0.03796896790819509,0.037966967427304814,0.2000000008514949,3.3095,1.8736700200186352e-08,9.495899862247908e-09,5206.595,3583.7786,52.586098,0.060008002491682595
71,Phase1,0.039074828049966266,0.03907282756907599,0.2000000008514949,3.285,1.906810811575329e-08,9.663976405725465e-09,5198.734,3576.1035,52.478416,0.060188511009306445
72,Phase1,0.04003744040216718,0.04003543992127691,0.2000000008514949,3.2605,1.9402608324832807e-08,9.833664218092805e-09,5190.6753,3568.083,52.36565,0.06037221824399588
73,Phase1,0.03880405053496361,0.038802050054073334,0.2000000008514949,3.2359999999999998,1.9740286149483973e-08,1.0005007818780337e-08,5182.498,3560.1277,52.255417,0.06054810221994288
74,Phase1,0.03737938723393849,0.03737738675304821,0.2000000008514949,3.2115,2.0081229331689436e-08,1.0178053012882981e-08,5174.2974,3551.9695,52.138084,0.06072708536662273
75,Phase1,0.04035505173461778,0.040353051253727505,0.2000000008514949,3.187,2.0425528131722632e-08,1.035284694386849e-08,5165.9644,3543.6797,52.020966,0.06090711053929297
76,Phase1,0.03874833748808929,0.03874633700719902,0.2000000008514949,3.1624999999999996,2.077327543107541e-08,1.0529438148766092e-08,5157.4043,3535.263,51.907234,0.06108875896055867
77,Phase1,0.0395074225962162,0.03950542211532593,0.2000000008514949,3.138,2.1124566840199575e-08,1.0707876615965899e-08,5148.853,3526.545,51.783104,0.06129985834672866
78,Phase1,0.03950316512158939,0.03950116464069912,0.2000000008514949,3.1134999999999997,2.1479500811326793e-08,1.088821384578981e-08,5140.1123,3517.48,51.649612,0.06152492008106029
79,Phase1,0.03904048992054803,0.03903848943965776,0.2000000008514949,3.0889999999999995,2.1838178756670146e-08,1.1070502913988282e-08,5131.2715,3508.3896,51.516068,0.06175012672736472
80,Phase1,0.039367535816771645,0.03936553533588137,0.2000000008514949,3.0645,2.2200705172300362e-08,1.1254798538326852e-08,5122.2285,3498.9983,51.38275,0.061981902802091496
81,Phase2,0.037266820935266357,0.03726482045437608,0.2000000008514949,3.04,1.2553760210413649e-08,2.2567187768031755e-08,5121.381,3498.1323,51.370766,0.06200306084034966
82,Phase2,0.03944249131849834,0.03944049083760807,0.2000000008514949,3.0154999999999994,1.3860110915954452e-08,3.3934376526343076e-08,5119.6094,3496.3508,51.346134,0.06204660258380862
83,Phase2,0.03920648672751018,0.03920448624661991,0.2000000008514949,2.991,1.5173624255963735e-08,4.535356012952607e-08,5116.865,3493.578,51.307613,0.06211707641957494
84,Phase2,0.03777213926826205,0.037770138787371774,0.2000000008514949,2.9665,1.6494074297379575e-08,5.682192106489504e-08,5113.193,3489.9526,51.260597,0.062200239301552655
85,Phase2,0.0395901163241693,0.03958811584327902,0.2000000008514949,2.9419999999999997,1.7821235719112883e-08,6.833662968599382e-08,5108.5566,3485.3057,51.198082,0.0623122429884364
86,Phase2,0.03951382104839597,0.0395118205675057,0.2000000008514949,2.9175,1.9154883962338154e-08,7.98948449107689e-08,5102.954,3479.6018,51.120502,0.062454566813538503
87,Phase2,0.038427703880837986,0.03842570339994771,0.2000000008514949,2.893,2.049479538524829e-08,9.149371492256272e-08,5096.5205,3473.028,51.02821,0.06262057366300376
88,Phase2,0.03820353054574558,0.038201530064855306,0.2000000008514949,2.8685,2.1840747422518932e-08,1.0313037787375746e-07,5089.1665,3465.5842,50.92469,0.06280410885462298
89,Phase2,0.04121007291334016,0.04120807243244989,0.2000000008514949,2.844,2.3192518749741485e-08,1.1480196259189335e-07,5080.854,3457.112,50.807236,0.06300925233889422
90,Phase2,0.03903304812099252,0.03903104764010225,0.2000000008514949,2.8194999999999997,2.454988945310033e-08,1.265055892880862e-07,5071.6436,3447.7175,50.67857,0.06324069712946968
91,Phase2,0.035955679203782766,0.03595367872289249,0.2000000008514949,2.795,2.5912641204603187e-08,1.3823837026757418e-07,5061.535,3437.5225,50.54353,0.06349855231371729
92,Phase2,0.03906922893864768,0.039067228457757404,0.2000000008514949,2.7704999999999997,2.7280557443177616e-08,1.499974106422121e-07,5050.417,3426.4246,50.398422,0.06377490723505155
93,Phase2,0.03788182618362563,0.037879825702735355,0.2000000008514949,2.7459999999999996,2.865342356199446e-08,1.6177980904474177e-07,5038.353,3414.3872,50.243874,0.06408611588761352
94,Phase2,0.03898592373090131,0.038983923250011036,0.2000000008514949,2.7215,3.003102710238736e-08,1.735826583446611e-07,5025.6206,3401.3242,50.065445,0.06442208499541484
95,Phase2,0.03846164845994541,0.038459647979055135,0.2000000008514949,2.697,3.141315795477893e-08,1.8540304636551504e-07,5011.903,3387.3916,49.88176,0.06477225510123247
96,Phase2,0.03987854665943554,0.03987654617854527,0.2000000008514949,2.6725,3.279960856704598e-08,1.9723805660343186e-07,4997.4346,3372.608,49.685085,0.06513852984213284
97,Phase2,0.036734486264841895,0.03673248578395162,0.2000000008514949,2.648,3.419017416080493e-08,2.0908476894672656e-07,4982.206,3356.5044,49.461895,0.06556232844679202
98,Phase2,0.038942335705671995,0.03894033522478172,0.2000000008514949,2.6235,3.5584652956119084e-08,2.2094026039639428e-07,4966.2964,3339.625,49.22909,0.06602239707501793
99,Phase2,0.03852889447339943,0.03852689399250916,0.2000000008514949,2.5989999999999998,3.698284640519034e-08,2.3280160578731746e-07,4949.642,3321.8916,48.98632,0.06650631297844233
100,Phase2,0.03665726738316672,0.03665526690227645,0.2000000008514949,2.5745,3.838455943562282e-08,2.446658785100061e-07,4932.0938,3303.4612,48.7441,0.06704369336751458
101,Phase2,0.037025426647492816,0.03702342616660254,0.2000000008514949,2.55,3.978960070390788e-08,2.5653015123269467e-07,4914.3823,3284.542,48.486156,0.06763342326150132
102,Phase2,0.036861257893698554,0.03685925741280828,0.2000000008514949,2.5254999999999996,4.119778285983556e-08,2.6839149662361806e-07,4895.8857,3264.339,48.203117,0.06829830206093367
103,Phase2,0.03705899843147823,0.03705699795058796,0.2000000008514949,2.501,4.260892282257592e-08,2.802469880732858e-07,4876.849,3243.1975,47.900505,0.0690226791680322
104,Phase2,0.036513772660068104,0.03651177217917783,0.2000000008514949,2.4764999999999997,4.402284206926906e-08,2.920937004165804e-07,4856.9595,3221.2607,47.591324,0.0697767777772191
105,Phase2,0.03666628045695169,0.03666427997606141,0.2000000008514949,2.4519999999999995,4.543936693699832e-08,3.039287106544971e-07,4836.1406,3198.804,47.299847,0.07052401313840169
106,Phase2,0.036239590761916976,0.0362375902810267,0.2000000008514949,2.4274999999999998,4.685832893912423e-08,3.1574909867535124e-07,4815.219,3176.0374,47.00103,0.07134772354669065
107,Phase2,0.03622395571853433,0.03622195523764406,0.2000000008514949,2.4029999999999996,4.827956509702245e-08,3.2755194797527047e-07,4793.255,3152.3884,46.70156,0.07222811214600434
108,Phase2,0.03611481988004276,0.036112819399152486,0.2000000008514949,2.3785,4.9702918288372286e-08,3.3933434637780004e-07,4770.6606,3127.756,46.383232,0.07316711045705507
109,Phase2,0.037919631493943076,0.0379176310130528,0.2000000008514949,2.3539999999999996,5.112823761323202e-08,3.5109338675243785e-07,4748.434,3103.1672,46.060524,0.07414068394257935
110,Phase2,0.03498866941247668,0.034986668931586404,0.20000000298023224,2.3294999999999995,5.255537877925777e-08,3.6282616773192603e-07,4725.4185,3077.4048,45.719807,0.07519615272461433
111,Phase2,0.034852923559291024,0.03485092307840075,0.2000000008514949,2.3049999999999997,5.398420450753199e-08,3.745297944281191e-07,4702.19,3051.7388,45.386063,0.07631826303505103
112,Phase2,0.03630969433912209,0.036307693858231814,0.2000000008514949,2.2804999999999995,5.5414584960616356e-08,3.8620137914625456e-07,4678.784,3025.2258,45.03726,0.07752265724159624
113,Phase2,0.036207575883184163,0.03620557540229389,0.2000000008514949,2.2559999999999993,5.684639819457352e-08,3.978380420974493e-07,4655.951,2998.588,44.675266,0.07881697605725821
114,Phase2,0.03623991326561996,0.03623791278472969,0.2000000008514949,2.2315,5.8279530636874443e-08,4.09436912109243e-07,4632.3755,2971.586,44.335266,0.08005837834778926
115,Phase2,0.032978470038090436,0.03297646955720016,0.2000000008514949,2.207,5.971387759228734e-08,4.209951273340185e-07,4608.937,2945.277,44.0243,0.0813089254870432
116,Phase2,0.036573189975959916,0.03657118949506964,0.2000000008514949,2.1825,6.114934377903218e-08,4.325098359551175e-07,4586.56,2919.5923,43.70579,0.08273503728149384
117,Phase2,0.03468051579381738,0.03467851531292711,0.2000000008514949,2.158,6.258584389772145e-08,4.439781968904864e-07,4563.87,2893.83,43.384995,0.08431817065782427
118,Phase2,0.03597249782511166,0.035970497344221385,0.2000000008514949,2.1335,6.402330323582094e-08,4.5539738049366905e-07,4541.3384,2868.6223,43.086872,0.08595962054910664
119,Phase2,0.0357612988778523,0.03575929839696203,0.2000000008514949,2.109,6.54616583106669e-08,4.667645692519805e-07,4518.8706,2845.3677,42.853695,0.08753253395389682
120,Phase2,0.0363776476255485,0.03637564714465823,0.2000000008514949,2.0845,6.69008575543444e-08,4.780769584816852e-07,4496.6396,2823.0383,42.652866,0.08910606389807738
121,Phase2,0.03345660812088421,0.03345460763999394,0.2000000008514949,2.06,6.83408620440862e-08,4.893317570200123e-07,4473.5547,2802.0518,42.53049,0.09054705679961769
122,Phase2,0.03488267346152237,0.0348806729806321,0.2000000008514949,2.0355,6.978164628219492e-08,5.00526187913831e-07,4451.7246,2779.3555,42.323765,0.09251188219128995
123,Phase2,0.034502005736742704,0.03450000525585243,0.2000000008514949,2.0109999999999997,7.122319902994032e-08,5.116574891048241e-07,4431.1816,2756.6277,42.080845,0.09472210854592751
124,Phase2,0.03454808917428766,0.034546088693397384,0.2000000008514949,1.9865,7.266552420029094e-08,5.227229141109842e-07,4410.824,2734.74,41.869152,0.09697392994505176
125,Phase2,0.03530493298811572,0.035302932507225444,0.2000000008514949,1.9619999999999997,7.410864181490304e-08,5.337197327042665e-07,4390.847,2715.3306,41.725925,0.09910233857011698
126,Phase2,0.03482274205556938,0.034820741574679105,0.2000000008514949,1.9375,7.555258903133062e-08,5.446452315842324e-07,4372.1343,2698.2837,41.63259,0.10102230145504536
127,Phase2,0.033876421196120124,0.03387442071522985,0.2000000008514949,1.9129999999999998,7.699742124707192e-08,5.554967150475143e-07,4353.825,2682.1401,41.56,0.10311596398487106
128,Phase2,0.032776333657758575,0.0327743331768683,0.2000000008514949,1.8884999999999996,7.844321328780423e-08,5.662715056529422e-07,4337.2573,2665.9497,41.445183,0.10542810963882565
129,Phase2,0.03349375591746399,0.03349175543657371,0.2000000008514949,1.8639999999999999,7.989006068793487e-08,5.76966944882161e-07,4319.299,2650.4133,41.39804,0.10767662953230224
130,Phase2,0.0327339664633785,0.032731965982488224,0.2000000008514949,1.8394999999999997,8.133808107255582e-08,5.8758039379558e-07,4301.5713,2635.121,41.35365,0.11020368894676878
131,Phase3,0.03311786374875477,0.0331158632678645,0.19999999872275762,1.8149999999999995,5.981092336834922e-07,5.981092336834922e-07,4171.657,2547.3982,41.71792,0.14020902514236333
132,Phase3,0.03370068435158048,0.03369868387069021,0.2000000008514949,1.7904999999999998,6.085508667122023e-07,6.085508667122023e-07,4092.87,2556.3438,43.959675,0.17174538244066487
133,Phase3,0.03108062967658043,0.031078629195690155,0.2000000008514949,1.7659999999999996,6.189027165650011e-07,6.189027165650011e-07,4064.809,2601.434,46.109848,0.19145849263398065
134,Phase3,0.031508052189435275,0.031506051708545,0.2000000008514949,1.7414999999999994,6.291622290778357e-07,6.291622290778357e-07,4062.6387,2658.4922,48.050606,0.19132582725736352
135,Phase3,0.031636256990688186,0.03163425650979791,0.2000000008514949,1.7169999999999996,6.393268728695102e-07,6.393268728695102e-07,4079.2292,2691.4792,48.730988,0.16810285706729125
136,Phase3,0.03132062644830772,0.03131862596741745,0.2000000008514949,1.6924999999999994,6.49394139966266e-07,6.49394139966266e-07,4087.2263,2690.2214,48.48688,0.1591941233587347
137,Phase3,0.0324328967503139,0.03243089626942362,0.2000000008514949,1.6679999999999997,6.59361546420586e-07,6.59361546420586e-07,4075.5474,2691.5435,48.771107,0.17370213087097464
138,Phase3,0.03091814768101488,0.030916147200124606,0.2000000008514949,1.6434999999999995,6.692266329240737e-07,6.692266329240737e-07,4066.9778,2690.0466,48.868134,0.18547174014310433
139,Phase3,0.032281779284988134,0.03227977880409786,0.2000000008514949,1.6190000000000002,6.789869654142486e-07,6.789869654142486e-07,4058.5386,2675.1565,48.54604,0.19731743501443447
140,Phase3,0.0317743896905865,0.031772389209696224,0.2000000008514949,1.5945,6.886401356751158e-07,6.886401356751158e-07,4059.937,2664.5222,48.139484,0.19396159053025916
141,Phase3,0.030788256653717587,0.030786256172827313,0.2000000008514949,1.5699999999999998,6.98183761931357e-07,6.98183761931357e-07,4075.0945,2670.7852,47.991665,0.17339500153196996
142,Phase3,0.03063605459673064,0.030634054115840366,0.2000000008514949,1.5455,7.076154894359979e-07,7.076154894359979e-07,4082.2515,2662.553,47.552673,0.16545263664146012
143,Phase3,0.02936109634382384,0.029359095862933567,0.2000000008514949,1.521,7.169329910514063e-07,7.169329910514063e-07,4078.072,2676.864,48.132324,0.17040456718418148
144,Phase3,0.03236996941268444,0.03236796893179417,0.2000000008514949,1.4964999999999997,7.261339678234797e-07,7.261339678234797e-07,4067.1765,2659.5535,47.70253,0.1831272049616418
145,Phase3,0.029891740530729294,0.02988974004983902,0.2000000008514949,1.472,7.352161495488765e-07,7.352161495488765e-07,4049.8865,2638.1887,47.350708,0.20698459731867755
146,Phase3,0.029860890869583403,0.02985889038869313,0.2000000008514949,1.4474999999999998,7.441772953351558e-07,7.441772953351558e-07,4049.6255,2644.3167,47.522007,0.20690909731121826
147,Phase3,0.030129199847579002,0.03012719936668873,0.2000000008514949,1.423,7.530151941536835e-07,7.530151941536835e-07,4052.4023,2657.374,47.836094,0.202959123538023
148,Phase3,0.030551587896687642,0.03054958741579737,0.2000000008514949,1.3984999999999999,7.617276653851701e-07,7.617276653851701e-07,4056.5454,2682.929,48.49954,0.1988320940440796
149,Phase3,0.02987071712102209,0.029868716640131816,0.2000000008514949,1.3739999999999997,7.703125593577067e-07,7.703125593577067e-07,4050.9822,2667.5952,48.126366,0.20524820896886287
150,Phase3,0.029309294585670744,0.02930729410478047,0.2000000008514949,1.3495,7.787677578771643e-07,7.787677578771643e-07,4043.8643,2671.7236,48.409454,0.21715234062251385
151,Phase3,0.02983459085226059,0.029832590371370316,0.2000000008514949,1.3249999999999997,7.870911747498261e-07,7.870911747498261e-07,4045.6614,2683.1218,48.650314,0.21504579959853093
152,Phase3,0.029487274853246554,0.02948527437235628,0.2000000008514949,1.3004999999999995,7.952807562971245e-07,7.952807562971245e-07,4044.5447,2669.8042,48.1972,0.21422950141357147
153,Phase3,0.028745235076972415,0.02874323459608214,0.2000000008514949,1.2759999999999998,8.033344818623566e-07,8.033344818623566e-07,4045.669,2690.9177,48.80881,0.21528490042410842
154,Phase3,0.028894192406109402,0.028892191925219128,0.2000000008514949,1.2514999999999996,8.112503643092489e-07,8.112503643092489e-07,4044.3748,2669.1597,48.117718,0.21401578565117416
155,Phase3,0.0304700354380267,0.030468034957136427,0.2000000008514949,1.2269999999999994,8.19026450512256e-07,8.19026450512256e-07,4039.461,2626.804,46.874725,0.2177307349820195
156,Phase3,0.02963818157357829,0.029636181092688015,0.2000000008514949,1.2024999999999997,8.266608218384632e-07,8.266608218384632e-07,4036.7544,2599.9583,46.117634,0.22031462961845588
