run_name,started_at,finished_at,duration_seconds,platform,python_device,dataset_dir,save_dir,train_samples,val_samples,test_samples,epochs_planned,epochs_completed,best_epoch,best_val_ccc_loss,final_test_ccc_loss,final_test_rmse,final_test_mae,final_test_mape,final_test_pearson_r,final_test_r2,peak_threshold,best_train_loss,best_val_rmse,best_val_pearson,last_learning_rate,training_log_csv,best_model_path,model_d_model,model_nhead,model_num_layers,model_dim_feedforward,model_dropout,model_weight_net_hidden_dim,model_weight_net_num_heads,model_weight_net_num_layers,model_weight_net_dropout,model_temperature_init,model_temperature_trainable,model_seq_len,model_output_dim,model_pred_len,model_activation,model_max_seq_length,model_positional_encoding_type,model_weight_l1_lambda,model_layer_norm_eps,model_stage1_epochs,model_stage2_epochs,model_stage3_epochs,model_input_embedding_type,model_save_attention_weights,model_save_dynamic_weights,model_dataset_dir,model_loaded_from_dataset,train_scenic_name,train_data_dir,train_save_dir,train_batch_size,train_num_epochs,train_learning_rate,train_weight_decay,train_phase_1_epochs,train_phase_2_epochs,train_temp_start,train_temp_end,train_temp_schedule,train_loss_weight_mse,train_loss_weight_pearson,train_use_adaptive_weight,train_peak_sigma,train_peak_penalty_weight,train_loss_weight_peak_mse,train_l1_lambda,train_diversity_lambda,train_use_diversity_loss,train_optimizer,train_betas,train_eps,train_scheduler,train_lr_min,train_lr_step_size,train_lr_gamma,train_lr_patience,train_lr_factor,train_early_stop,train_patience,train_min_delta,train_grad_clip,train_max_grad_norm,train_device,train_num_workers,train_pin_memory,train_seed,train_run_name,train_experiment_log_csv
full_trial_064,2026-03-10 11:37:04,2026-03-10 11:48:56,711.52,Windows-11-10.0.26100-SP0,cuda,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\m8b_eedscy_hourly_7day_1,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_full_trial064_20260310_113701,12147,2603,2603,1000,71,21,0.13781434297561646,0.15973179042339325,1565.0218290677838,957.2206670695796,64.93968868266715,0.8407278604349543,0.6224756561665399,0.6746736764907837,0.027825536490663102,735.3322483427754,0.8474131875892646,0.002928647936468827,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_full_trial064_20260310_113701\training_log.csv,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_full_trial064_20260310_113701\best_model_unified.pth,64,2,1,256,0.3,64,4,2,0.1,1.0,True,168,1,24,relu,5000,sinusoidal,0.001,1e-05,10,10,20,linear,True,True,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\m8b_eedscy_hourly_7day_1,True,eedscy,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\m8b_eedscy_hourly_7day_1,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_full_trial064_20260310_113701,32,1000,0.0029653778998867766,7.05628936230111e-05,1,1,3.0,0.45,linear,1.0,1,True,1.0,8.0,0.05,1e-05,1e-05,False,adamw,"(0.9, 0.999)",1e-08,cosine,1e-07,20,0.5,5,0.5,True,50,0.0001,True,0.5,cuda,0,True,42,full_trial_064,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_full_trial064_20260310_113701\experiment_results.csv
