Epoch,Train_Loss,Val_Loss,Val_RMSE,Val_Pearson,Val_R2
30,0.024566190763327635,0.15098057687282562,839.9621732515585,0.798106017410279,0.6317323961956715
31,0.02464185193377106,0.15964284539222717,867.8532906314952,0.7808836112571371,0.6068695459562958
32,0.024516707144089437,0.14885090291500092,811.6736694572778,0.8115469054618294,0.656119955349886
33,0.024352066182090265,0.15084567666053772,875.5157421267021,0.7883502600587133,0.5998968436349599
34,0.024249760355604322,0.1589568704366684,871.6853091881359,0.7776218809107116,0.603390134953609
35,0.024353158670036415,0.15562546253204346,840.1120510672805,0.796478812517484,0.6316009615426298
36,0.023933006102513327,0.1506759226322174,845.5452036799361,0.8114041441146018,0.6268205505419973
37,0.023662281055983746,0.15398475527763367,840.8835724088052,0.7952850145906537,0.6309240084361478
38,0.02418084201697064,0.14271226525306702,817.6309015418974,0.8079961377781903,0.6510536559116392
39,0.023492752638106282,0.15677398443222046,840.9645051272321,0.7959178878739498,0.630852959930144
40,0.022971161898519648,0.15873581171035767,850.3106872376745,0.7943244487429403,0.6226022261061996
41,0.022733686945254083,0.14912651479244232,846.3436235634633,0.7995006067271736,0.6261154562071444
42,0.02274996576291558,0.14791011810302734,792.6188923760944,0.8253317227807977,0.6720762299334919
43,0.022893532867984553,0.14632180333137512,792.871047933311,0.8247390854320246,0.6718675522083429
44,0.02328954784836816,0.15251445770263672,857.4026905199029,0.7871912128346018,0.616280612203831
45,0.022654465267336683,0.15904557704925537,836.381863925879,0.8007693825849349,0.6348651607955192
46,0.022434498965250033,0.15649425983428955,907.2435557584954,0.7674025224438172,0.5703727268237573
47,0.02242586654120762,0.1538695991039276,837.7920324467658,0.8004459158669996,0.633632863087302
48,0.02246936958430237,0.1603095829486847,872.1836896156708,0.7780163703964184,0.6029364870644545
49,0.022182248116127755,0.16246859729290009,856.1003816946034,0.7878134183926985,0.6174453895890626
50,0.021652999657549358,0.15132030844688416,856.9784718067971,0.7914453861575302,0.616660225370362
51,0.02196843103799773,0.1611301600933075,881.9958227693427,0.7757869964554944,0.5939522433088729
52,0.02344202697277069,0.15160535275936127,815.1107707992542,0.8118681674573376,0.6532014102677397
53,0.022268868563696743,0.14726285636425018,811.9774239750562,0.8123726224918149,0.6558625251379477
54,0.02179807177744806,0.15215951204299927,860.6400486356141,0.7889039039068434,0.6133774669472642
55,0.021487228440022783,0.15366220474243164,830.3048359391053,0.8024339863489515,0.6401519167745574
56,0.022232204330104748,0.15354764461517334,832.832154689278,0.8008957141591396,0.637957939618427
57,0.021128095061469235,0.1542784571647644,860.1601828286884,0.7853291503128169,0.6138084838679925
58,0.020977711922636158,0.15582740306854248,884.9630503406461,0.7725668720840602,0.591215580085918
59,0.02087351745239606,0.15827326476573944,909.1538723636792,0.754071145795365,0.5685615523530518
60,0.02162043749060678,0.15134184062480927,851.0719172513317,0.7895296502095717,0.6219262023616582
61,0.021685602988949733,0.15698030591011047,915.9199200342575,0.7567746446684319,0.5621160088933537
62,0.021417875195804396,0.15173402428627014,883.2633859401013,0.7720066953337851,0.592784298940637
63,0.021456841080400503,0.1539299339056015,888.0640439120108,0.7679702796635304,0.5883457228218376
64,0.021785100162225336,0.15265676379203796,862.6115656577718,0.7850073108544482,0.6116041217459374
65,0.021435078270243185,0.15600651502609253,904.8838788807664,0.7601547857995448,0.5726046812945796
66,0.021145503938590226,0.1523817479610443,857.2737453894956,0.7884873015021756,0.616396018946735
67,0.021112417924757067,0.1573735922574997,872.3946088030617,0.7779440419399957,0.6027444210103244
68,0.020775263232031934,0.15687507390975952,905.3737859618556,0.7581439740615952,0.5721417695806361
69,0.02077770688031849,0.16236639022827148,905.983283351154,0.7565669058852267,0.5715655075848181
70,0.020960446493700147,0.15403422713279724,894.6766620054883,0.7696018069081796,0.582192456944117
71,0.020680806021157065,0.15669560432434082,917.484040487639,0.755215264209517,0.5606191790987602
