Epoch,Phase,Train_Loss,Val_RMSE,Val_Pearson
45,Phase2,0.02355433947273663,6440.45068359375,0.03588200249417985
46,Phase2,0.024898686579295566,6436.17529296875,0.0359251407397128
47,Phase2,0.02264824403183801,6431.828125,0.03596622232911733
48,Phase2,0.024861014315060208,6427.33935546875,0.036012587311871694
49,Phase2,0.023537364389215196,6422.666015625,0.036060900845472296
50,Phase2,0.023274321907332966,6417.6904296875,0.036115512254380394
51,Phase3,0.023161296599677632,6366.25341796875,0.036641175171858394
52,Phase3,0.023930166448865618,6314.33203125,0.037187757888028514
53,Phase3,0.02268242064331259,6261.8095703125,0.0377389057793775
54,Phase3,0.0236159690788814,6208.1025390625,0.03832642038278111
55,Phase3,0.02262664000902857,6151.05517578125,0.03896729297980528
56,Phase3,0.021735719005976404,6092.39599609375,0.039682430055047575
57,Phase3,0.021509202995470593,6034.86474609375,0.040452824014579385
58,Phase3,0.02153905321444784,5976.62060546875,0.04124858725625866
59,Phase3,0.022343184798955917,5918.60400390625,0.0420730931152403
60,Phase3,0.022333581000566483,5859.08056640625,0.04289818866147932
61,Phase3,0.02201242359089,5799.5244140625,0.04381949622929015
62,Phase3,0.02085198275744915,5739.34814453125,0.04477321616424443
63,Phase3,0.01992277055978775,5680.3349609375,0.045765934418376085
64,Phase3,0.020737999518002783,5622.931640625,0.04685083827085255
65,Phase3,0.020583644243223325,5564.39404296875,0.04790987407579292
66,Phase3,0.020449750923684666,5507.458984375,0.0489604918488901
67,Phase3,0.020452695499573435,5450.22705078125,0.05005344621032107
68,Phase3,0.019688587901847705,5392.6376953125,0.05113459843865228
69,Phase3,0.020313132421246598,5336.3759765625,0.05220263026094091
70,Phase3,0.019038558405424868,5281.34716796875,0.053425364189872676
71,Phase3,0.01949563915176051,5226.9326171875,0.05477530934361474
72,Phase3,0.01968987871493612,5173.2568359375,0.0561696055595717
73,Phase3,0.01887811746980463,5120.359375,0.057468145571443974
74,Phase3,0.018239018241209642,5071.3359375,0.05880099545917924
75,Phase3,0.01943480582641704,5024.447265625,0.06010483271710713
76,Phase3,0.018632976338267326,4975.33642578125,0.06148352246926454
77,Phase3,0.019058927095362117,4928.10546875,0.06326784278399412
78,Phase3,0.01888544298708439,4882.85302734375,0.06520302369286285
79,Phase3,0.018470747928534235,4839.62451171875,0.06710048239751919
80,Phase3,0.018635126762092113,4797.4482421875,0.06917446607761273
81,Phase3,0.017492046047534262,4755.5390625,0.07126588648231426
82,Phase3,0.018455680725829943,4714.59228515625,0.07341015043316892
83,Phase3,0.018064679444900582,4675.78271484375,0.07568101650157798
84,Phase3,0.01752546669117042,4638.02392578125,0.07758764981555305
85,Phase3,0.018081696570983956,4601.83154296875,0.0797769305834218
86,Phase3,0.018184441540922438,4566.26904296875,0.0823702546817322
87,Phase3,0.01754682763878788,4533.60400390625,0.08495813427638431
88,Phase3,0.01723767471100603,4502.75634765625,0.08734384653358024
89,Phase3,0.018695814535021782,4472.7041015625,0.08985134526177092
90,Phase3,0.017513652864311422,4443.787109375,0.09243770874369248
91,Phase3,0.016125112106757506,4416.3642578125,0.09500779225472764
92,Phase3,0.017523332498967648,4390.42529296875,0.09742060634556213
93,Phase3,0.016849201172590256,4364.53076171875,0.10011926493395126
94,Phase3,0.017256369681230614,4341.08349609375,0.10282283006593519
95,Phase3,0.01729003739144121,4318.53369140625,0.10532770991498924
96,Phase3,0.01771846493440015,4298.4501953125,0.10756587641275592
97,Phase3,0.01612382009625435,4279.95947265625,0.11014804373787293
98,Phase3,0.0173527134050216,4263.02197265625,0.1126613683125174
99,Phase3,0.017126955491091524,4246.9736328125,0.11491038024707129
100,Phase3,0.016308649043951715,4231.45751953125,0.1172814546126268
