Epoch,Train_Loss,Val_Loss,Val_CCC_Loss,Val_RMSE,Val_Pearson,Val_R2
1,0.36648680205354517,0.23621694818139077,0.23528359830379486,1366.4944744377324,0.7660839489955733,-0.2361629599162416
2,0.13680386769521924,0.24101868327707052,0.2400224655866623,1616.7258141710167,0.7623891665248546,-0.7303450383406291
3,0.10515244286604888,0.20936662168242037,0.2086549699306488,986.5406171352475,0.8047507118636802,0.3556973651937858
4,0.08832913527938084,0.2858032276853919,0.28468042612075806,1551.8533885331772,0.8091119138606414,-0.5942680556822304
5,0.07303597861949686,0.29053568011149766,0.2894844710826874,912.2794658038133,0.7943412029318844,0.44904546053190086
6,0.0640070508112302,0.24333754451945425,0.24241982400417328,1083.7859870135994,0.8045835127927653,0.22241651267738305
7,0.0593577555005307,0.31947119534015656,0.3182833790779114,1300.472299188525,0.8026198169000154,-0.1195981658822376
8,0.05705654550909372,0.3255073525942862,0.3240722417831421,1885.2654145134854,0.81939034095589,-1.3529081136107282
9,0.0711077924730032,0.28952713031321764,0.2885109782218933,1118.4665504873,0.8056491524954746,0.17185579490552338
10,0.0757943170135402,0.4649577721953392,0.4625767171382904,3331.606769568995,0.7767551797536336,-6.347971078418473
11,0.08915543501601793,0.22225025836378337,0.22145116329193115,951.1396534745586,0.8143183690733232,0.4011079576565506
12,0.07180163971299588,0.28504200046882033,0.2839261293411255,1351.897065317554,0.7866080219940693,-0.2098937049013434
13,0.07852778130293829,0.31377547364681957,0.3123830556869507,2439.5259126750516,0.8056454962483969,-2.9397697166150754
14,0.06797676659749909,0.2632474611513317,0.26227015256881714,1375.6185627791442,0.8102800261591916,-0.25272579973180087
15,0.06373178267471141,0.31505386587232354,0.3136976361274719,1698.9130479895764,0.8124450633353592,-0.9107429689941526
16,0.064776959629115,0.24436898548156022,0.24351561069488525,831.83546431493,0.8236007066475166,0.5419268559956936
17,0.057328041184557046,0.2600214844569564,0.25908362865448,752.9886610055185,0.8303817270476413,0.6246496378331813
18,0.051881327054887544,0.2764479203149676,0.27546602487564087,1239.9908234141744,0.8420888113427744,-0.017880768095718702
19,0.05210391368658443,0.2904139912687242,0.289251446723938,1497.3095875223028,0.8299511674674855,-0.4841683891018793
20,0.05171391491275963,0.2502278064377606,0.2493324726819992,1009.1656497100522,0.8254325919405804,0.325805996541889
21,0.04790164023169672,0.2596370916813612,0.2587006688117981,897.1404843146134,0.8425519998904092,0.467179560222161
22,0.04438249583000132,0.24584683952853084,0.24497699737548828,855.6399246186963,0.8314894339575755,0.5153345650551227
23,0.042291346708244366,0.29402568535879253,0.2929009795188904,1445.8311655660927,0.8392776687321726,-0.38386947658661663
