run_name,started_at,finished_at,duration_seconds,platform,python_device,dataset_dir,save_dir,train_samples,val_samples,test_samples,epochs_planned,epochs_completed,best_epoch,best_val_ccc_loss,best_val_pure_ccc,final_test_ccc_loss,final_test_rmse,final_test_mae,final_test_mape,final_test_pearson_r,final_test_r2,peak_threshold,best_train_loss,best_val_rmse,best_val_pearson,last_learning_rate,training_log_csv,best_model_path,model_model_type,model_d_model,model_lstm_num_layers,model_lstm_bidirectional,model_dropout,model_fc_hidden_dim,model_fc_num_layers,model_weight_net_hidden_dim,model_weight_net_num_heads,model_weight_net_num_layers,model_weight_net_dropout,model_temperature_init,model_temperature_trainable,model_seq_len,model_output_dim,model_pred_len,model_ablation_mode,model_activation,model_weight_l1_lambda,model_layer_norm_eps,model_stage1_epochs,model_stage2_epochs,model_stage3_epochs,model_save_attention_weights,model_save_dynamic_weights,model_dataset_dir,model_loaded_from_dataset,train_scenic_name,train_data_dir,train_save_dir,train_batch_size,train_num_epochs,train_learning_rate,train_weight_decay,train_phase_1_epochs,train_phase_2_epochs,train_temp_start,train_temp_end,train_temp_schedule,train_loss_weight_mse,train_loss_weight_pearson,train_use_adaptive_weight,train_peak_sigma,train_peak_penalty_weight,train_loss_weight_peak_mse,train_l1_lambda,train_diversity_lambda,train_use_diversity_loss,train_optimizer,train_betas,train_eps,train_scheduler,train_lr_min,train_lr_step_size,train_lr_gamma,train_lr_patience,train_lr_factor,train_early_stop,train_patience,train_min_delta,train_grad_clip,train_max_grad_norm,train_device,train_num_workers,train_pin_memory,train_seed,train_run_name,train_experiment_log_csv
eedscy_run_20260403_173443,2026-04-03 17:35:03,2026-04-03 18:00:17,1513.9,Windows-11-10.0.26200-SP0,cuda,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\m8b_eedscy_hourly_4day_3,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_lstm_h_4d,12197,2614,2614,1000,59,9,0.1186039974913001,0.11798621714115143,0.22696737945079803,1780.2125118322394,1152.4248928229026,49.35116264379856,0.7761003710896964,0.5101474478495935,0.7570922374725342,0.016202095315757534,680.2391187319987,0.8759297772154558,0.0009914363955122823,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_lstm_h_4d\training_log.csv,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_lstm_h_4d\best_model_unified.pth,lstm,256,2,True,0.1,256,2,32,2,1,0.1,1.0,True,96,1,24,full,gelu,0.001,1e-05,10,10,20,False,True,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\m8b_eedscy_hourly_4day_3,True,eedscy,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\m8b_eedscy_hourly_4day_3,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_lstm_h_4d,32,1000,0.001,1e-05,1,1,2.0,0.5,linear,1.0,1,True,1.5,8.0,0.1,1e-05,1e-05,False,adamw,"(0.9, 0.999)",1e-08,cosine,1e-07,20,0.5,5,0.5,True,50,0.0001,True,1.0,cuda,0,True,42,eedscy_run_20260403_173443,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_lstm_h_4d\experiment_results.csv
