Epoch,Train_Loss,Val_Loss,Val_CCC_Loss,Val_RMSE,Val_Pearson,Val_R2
1,0.4080478723760675,0.3411588344722986,0.3397104740142822,5690.757223880588,0.6442897811453151,-13.739424694527132
2,0.18627599720399418,0.16640274384990333,0.16593948006629944,1165.9637398939365,0.7793337863331631,0.3812567060133485
3,0.12397842128707476,0.16670399559661747,0.1662822663784027,966.4507294834848,0.7883981626131115,0.574891437785078
4,0.104392228150711,0.14099673426244408,0.14066123962402344,860.9304263149033,0.8488689847986673,0.6626532511626142
5,0.08765913191110052,0.15240365476347506,0.1520325243473053,1129.5153472676063,0.8583676226414434,0.4193362849076937
6,0.08016857836415006,0.1448132571298629,0.14448454976081848,798.869341085571,0.8469560696441779,0.7095362605376555
7,0.07586234923042552,0.13662800122983754,0.13629989326000214,758.216287243378,0.8646620990462524,0.7383464482087188
8,0.07110741207892982,0.19315000511705877,0.1926845908164978,1273.6170235778873,0.826432410489298,0.26172506070068136
9,0.06779308410371161,0.15188887934200465,0.15150970220565796,964.0620185106468,0.7958066793545113,0.5769902650351262
10,0.06577684170522614,0.1330052288249135,0.13269701600074768,862.9760297068683,0.8381982721280777,0.6610482492764457
11,0.06137816892712528,0.14859340749680996,0.14824524521827698,981.9913541018786,0.8166034043321253,0.5611099410274245
12,0.058731537799872655,0.16361419325694443,0.1632426530122757,971.5400650085927,0.8239400153713087,0.5704024005342945
13,0.05602101546697592,0.12953840170521289,0.1292341947555542,835.9088892170272,0.8335181207363435,0.6819771662009402
14,0.055287452638929424,0.15547211621887982,0.1551128327846527,994.6394770211987,0.818713820652938,0.5497312564542305
15,0.053277135538961254,0.13954128273762761,0.1392156481742859,880.8297339103415,0.8274011182947917,0.6468783468467498
16,0.050282854030971755,0.16055413847789168,0.1601090133190155,995.6265584918026,0.7687221970211058,0.5488371184652431
17,0.05155490207149408,0.1273413669783622,0.12702056765556335,896.991038153605,0.811798795024001,0.6338014469821196
18,0.04946147598794306,0.15221651713363826,0.15181387960910797,977.6046141540185,0.7658826970141034,0.5650223914081773
19,0.0482826649616058,0.14255692306905984,0.14216969907283783,973.5603834012461,0.7708589931625682,0.5686138456672132
20,0.04504945294941283,0.13967742573004216,0.13934457302093506,1089.1916080725518,0.8085531480584418,0.46005566501190953
21,0.045502613537520636,0.14302502661012112,0.1426379531621933,1043.821474798104,0.7386195448401567,0.5041014130481147
22,0.043793559513244956,0.14922293319832533,0.14886388182640076,1117.1690186195979,0.737383174946752,0.43196096297609554
23,0.042976144496449,0.14055353780277074,0.14016105234622955,967.3042459013188,0.77459914286664,0.5741402409674975
24,0.043061022320030874,0.13437289965804666,0.13404957950115204,1096.896587561783,0.7858986642179318,0.4523894749534202
25,0.043807768121517765,0.14934731875546275,0.14893969893455505,955.7565506807944,0.7719824092550268,0.5842473917167905
26,0.04254466823804441,0.16320250872522593,0.16274307668209076,1025.8846498489486,0.7427769329341273,0.5209978320385248
27,0.04041029847378194,0.1480344898533076,0.14761044085025787,1062.9205570430966,0.7324629408153377,0.48578821151479823
28,0.042290430652533524,0.1396891194861382,0.13932469487190247,938.6876422189193,0.7787707371312741,0.5989646862516991
29,0.04059749406747793,0.14911179947666825,0.14869362115859985,964.0011437306172,0.7716650794081645,0.5770436844439871
30,0.03919148345658292,0.1479897298850119,0.14759021997451782,1040.1868575190201,0.7406004307226165,0.5075488676338464
31,0.041116537555506094,0.15307209445163608,0.15263208746910095,1076.6415550519882,0.7105880716738402,0.4724268407356035
32,0.03741603342728465,0.15999694848433138,0.15954098105430603,1167.6486390360774,0.674724490261594,0.3794671592774892
33,0.0391026445181738,0.15011459062807261,0.1497093290090561,980.9127272328807,0.7626552938563853,0.562073571951113
34,0.038586351142815896,0.1504390578251332,0.1500307023525238,1032.7753546896374,0.7288333163562326,0.5145414578799199
35,0.036507533170789946,0.15637662932276725,0.1559542864561081,1125.9450918381717,0.6967541672658609,0.4230012928328829
36,0.03330462141186779,0.16998910130932926,0.16948537528514862,1073.8129232045278,0.7125479998719613,0.47519535710872507
37,0.03347345498141818,0.16094142622314395,0.1604531705379486,1025.9394453024206,0.7614142343359249,0.5209466609015376
38,0.034209417432780664,0.14649685882031918,0.14608974754810333,1156.154521714547,0.693838474350691,0.39162385032659297
39,0.03545721879726305,0.15882078129798174,0.15835288166999817,1078.5746838445646,0.7035357021394477,0.47053060618289755
40,0.032806333154439926,0.15557405548170208,0.15512710809707642,1041.4160886075103,0.722844865613553,0.5063842808823242
41,0.03188945174568299,0.16387607022188605,0.16339075565338135,1056.8975661048207,0.7170392113386965,0.4915992162109979
42,0.031875656186286065,0.14831984196789563,0.14790759980678558,1219.7744464746747,0.679164138419532,0.322827243326849
43,0.032496613425968206,0.15373306754045188,0.15329313278198242,972.7621925881866,0.7596447571168355,0.5693209149342591
44,0.03003134951970652,0.15560158020816744,0.15515324473381042,1016.0171035888333,0.73766000097604,0.530168150735979
45,0.030899406035299077,0.1616073244716972,0.16114471852779388,1097.0454823006412,0.696349239048823,0.4522407975648822
46,0.028983358030465884,0.14711092663928865,0.14668609201908112,995.5595478950814,0.7533425173001485,0.548897847412753
47,0.02828231055035953,0.15211985115893184,0.15166395902633667,1031.2215513915883,0.7328742852057227,0.5160010970076812
