run_name,started_at,finished_at,duration_seconds,platform,python_device,dataset_dir,save_dir,train_samples,val_samples,test_samples,epochs_planned,epochs_completed,best_epoch,best_val_ccc_loss,best_val_pure_ccc,final_test_ccc_loss,final_test_rmse,final_test_mae,final_test_mape,final_test_pearson_r,final_test_r2,peak_threshold,best_train_loss,best_val_rmse,best_val_pearson,last_learning_rate,training_log_csv,best_model_path,model_model_type,model_d_model,model_nhead,model_num_encoder_layers,model_num_decoder_layers,model_dim_feedforward,model_dropout,model_moving_avg_kernel,model_autocorrelation_factor,model_num_experts,model_season_feature_names,model_expert_hidden_dim,model_expert_dropout,model_weight_net_hidden_dim,model_weight_net_num_heads,model_weight_net_num_layers,model_weight_net_dropout,model_temperature_init,model_temperature_trainable,model_seq_len,model_label_len,model_output_dim,model_pred_len,model_ablation_mode,model_activation,model_max_seq_length,model_positional_encoding_type,model_weight_l1_lambda,model_layer_norm_eps,model_stage1_epochs,model_stage2_epochs,model_stage3_epochs,model_dataset_dir,model_loaded_from_dataset,train_scenic_name,train_data_dir,train_save_dir,train_batch_size,train_num_epochs,train_learning_rate,train_weight_decay,train_phase_1_epochs,train_phase_2_epochs,train_temp_start,train_temp_end,train_temp_schedule,train_loss_weight_mse,train_loss_weight_pearson,train_use_adaptive_weight,train_peak_sigma,train_peak_penalty_weight,train_loss_weight_peak_mse,train_l1_lambda,train_diversity_lambda,train_use_diversity_loss,train_optimizer,train_betas,train_eps,train_scheduler,train_lr_min,train_lr_step_size,train_lr_gamma,train_lr_patience,train_lr_factor,train_early_stop,train_patience,train_min_delta,train_grad_clip,train_max_grad_norm,train_device,train_num_workers,train_pin_memory,train_seed,train_run_name,train_experiment_log_csv
autoformer_moe_full_trial_019,2026-04-07 11:34:27,2026-04-07 11:45:31,663.52,Windows-11-10.0.26200-SP0,cuda,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\m8b_eedscy_hourly_4day_3,data\output\h_out_eedscy\m10_moe_trial19_all_no,12197,2614,2614,1000,68,38,0.11135178506374359,0.11037509143352509,0.14961068332195282,1594.194180129977,947.1277319421166,54.68209941325306,0.8256502685712485,0.6071704806102753,0.8382202386856079,0.03510846948514434,670.1449483100491,0.8892163516026249,0.0019055052908119319,data\output\h_out_eedscy\m10_moe_trial19_all_no\training_log.csv,data\output\h_out_eedscy\m10_moe_trial19_all_no\best_model_unified.pth,autoformer_moe,64,1,1,1,128,0.2,25,1,3,"['is_low_season', 'is_normal_season', 'is_peak_season']",,0.2,64,8,1,0.1,1.0,True,96,24,1,24,no_sentiment,relu,5000,sinusoidal,0.001,1e-05,10,10,20,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\m8b_eedscy_hourly_4day_3,True,eedscy,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\m8b_eedscy_hourly_4day_3,data\output\h_out_eedscy\m10_moe_trial19_all_no,64,1000,0.001927410988429251,4.506891607684067e-05,1,1,1.0,0.8,linear,1.0,1,True,2.0,5.0,0.2,1e-05,1e-05,False,adamw,"(0.9, 0.999)",1e-08,cosine,1e-07,20,0.5,5,0.5,True,30,0.0001,True,0.5,cuda,0,True,42,autoformer_moe_full_trial_019,data\output\h_out_eedscy\m10_moe_trial19_all_no\experiment_results.csv
