run_name,started_at,finished_at,duration_seconds,platform,python_device,dataset_dir,save_dir,train_samples,val_samples,test_samples,epochs_planned,epochs_completed,best_epoch,best_val_ccc_loss,best_val_pure_ccc,final_test_ccc_loss,final_test_rmse,final_test_mae,final_test_mape,final_test_pearson_r,final_test_r2,peak_threshold,best_train_loss,best_val_rmse,best_val_pearson,last_learning_rate,training_log_csv,best_model_path,model_d_model,model_nhead,model_num_layers,model_dim_feedforward,model_dropout,model_weight_net_hidden_dim,model_weight_net_num_heads,model_weight_net_num_layers,model_weight_net_dropout,model_temperature_init,model_temperature_trainable,model_seq_len,model_output_dim,model_pred_len,model_activation,model_max_seq_length,model_positional_encoding_type,model_weight_l1_lambda,model_layer_norm_eps,model_stage1_epochs,model_stage2_epochs,model_stage3_epochs,model_input_embedding_type,model_save_attention_weights,model_save_dynamic_weights,model_dataset_dir,model_loaded_from_dataset,train_scenic_name,train_data_dir,train_save_dir,train_batch_size,train_num_epochs,train_learning_rate,train_weight_decay,train_phase_1_epochs,train_phase_2_epochs,train_temp_start,train_temp_end,train_temp_schedule,train_loss_weight_mse,train_loss_weight_pearson,train_use_adaptive_weight,train_peak_sigma,train_peak_penalty_weight,train_loss_weight_peak_mse,train_l1_lambda,train_diversity_lambda,train_use_diversity_loss,train_optimizer,train_betas,train_eps,train_scheduler,train_lr_min,train_lr_step_size,train_lr_gamma,train_lr_patience,train_lr_factor,train_early_stop,train_patience,train_min_delta,train_grad_clip,train_max_grad_norm,train_device,train_num_workers,train_pin_memory,train_seed,train_run_name,train_experiment_log_csv
eedscy_run_20260413_110727,2026-04-13 11:07:34,2026-04-13 11:10:50,195.56,Windows-11-10.0.26200-SP0,cuda,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\eedscy\m8b_eedscy_hourly_4day_721,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_transform,12197,3485,1743,150,37,7,0.1243364810943603,0.1243364810943603,0.157319039106369,2247.0802297210835,1282.2577591880154,47.91768422098496,0.7523378809911385,0.3812893299343437,inf,0.0493411319769177,765.568236128657,0.8665442473235252,0.0016465681207951,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_transform\training_log.csv,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_transform\best_model_unified.pth,64,2,1,256,0.3,64,4,2,0.1,1.0,True,96,1,24,gelu,5000,sinusoidal,0.001,1e-05,10,10,20,linear,True,True,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\eedscy\m8b_eedscy_hourly_4day_721,True,eedscy,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\eedscy\m8b_eedscy_hourly_4day_721,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_transform,64,150,0.00192077,1.1e-06,1,1,2.0,0.8,linear,1.0,1,False,2.0,8.0,0.05,1e-05,1e-05,False,adamw,"(0.9, 0.999)",1e-08,cosine,1e-07,20,0.5,5,0.5,True,30,0.0001,True,0.5,cuda,0,True,42,eedscy_run_20260413_110727,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_transform\experiment_results.csv
eedscy_run_20260413_111527,2026-04-13 11:15:28,2026-04-13 11:18:33,184.73,Windows-11-10.0.26200-SP0,cuda,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\eedscy\m8b_eedscy_hourly_time_96,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_transform,12197,3485,1743,150,34,4,0.12274397350847721,0.1224098801612854,0.1123027428984642,1570.3663595055718,896.8356087931608,37.93445380137306,0.839491552685071,0.6978292554348531,0.8382201194763184,0.06770916454767058,793.9531278333108,0.8454326105217465,0.001687403846769329,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_transform\training_log.csv,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_transform\best_model_unified.pth,64,2,1,256,0.3,64,4,2,0.1,1.0,True,96,1,24,gelu,5000,sinusoidal,0.001,1e-05,10,10,20,linear,True,True,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\eedscy\m8b_eedscy_hourly_time_96,True,eedscy,E:\2024liushaoxuan\learn\shiyan1\data\output\dataset\eedscy\m8b_eedscy_hourly_time_96,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_transform,64,150,0.00192077,1.1e-06,1,1,2.0,0.8,linear,1.0,1,True,2.0,8.0,0.05,1e-05,1e-05,False,adamw,"(0.9, 0.999)",1e-08,cosine,1e-07,20,0.5,5,0.5,True,30,0.0001,True,0.5,cuda,0,True,42,eedscy_run_20260413_111527,E:\2024liushaoxuan\learn\shiyan1\data\output\h_out_eedscy\m10_checkpoints_eedscy_transform\experiment_results.csv
