fiscal_week,passenger_2023,season_2023,season_cn_2023,week_start,week_end,passenger_2024,season_2024,season_cn_2024,is_consistent,review_note
52,1259.8134715025906,0,淡季,09-22,09-28,2283.076923076923,1,平季,False,
