Epoch,Phase,Train_Loss,Val_RMSE,Val_Pearson
75,Phase3,0.013159752474166453,4657.4638383268475,0.35717443030011375
76,Phase3,0.012948255753144622,4624.395914624965,0.3591690407827554
77,Phase3,0.013493776321411133,4590.231889113316,0.3612158372323868
78,Phase3,0.013738303212448955,4558.512130642933,0.36337470482194906
79,Phase3,0.013165230979211628,4531.240178944098,0.3652408364257117
80,Phase3,0.01246249966789037,4502.118143362778,0.36698490679614565
81,Phase3,0.013001685263589025,4475.162257702563,0.3687523689799187
82,Phase3,0.012758201104588807,4453.116899380612,0.3703797905932685
83,Phase3,0.012576282490044832,4436.986781787941,0.3718196822531315
84,Phase3,0.012719194288365543,4417.385297944822,0.3730773101031216
85,Phase3,0.012670902535319328,4398.315816283115,0.37429396923290387
86,Phase3,0.013003428000956774,4378.116162583387,0.37535225095522456
87,Phase3,0.012245854479260743,4360.188795904436,0.3763776365648841
88,Phase3,0.012427763314917684,4345.8926683533555,0.3772977708899551
89,Phase3,0.01261114003136754,4333.116415152974,0.37805964122620817
90,Phase3,0.01233082392718643,4319.288906134013,0.37901947143978
91,Phase3,0.011830625822767615,4301.610364043546,0.3800189808938461
92,Phase3,0.012654848978854716,4287.602131022683,0.38100286266018507
93,Phase3,0.012561447569169104,4275.7450137381775,0.38185491030338237
94,Phase3,0.012769844732247293,4260.727257946582,0.38268414190671096
95,Phase3,0.012469357694499195,4244.951771494136,0.3835039840047367
96,Phase3,0.012399559142068028,4229.631725343175,0.38461110495857437
97,Phase3,0.012306721764616668,4211.40062185601,0.3856548866331564
98,Phase3,0.013096445589326322,4195.2313239833275,0.3866865091078466
99,Phase3,0.01342808420304209,4176.1953267041,0.38785723520753274
100,Phase3,0.013674833695404232,4158.908037747786,0.3892809043764527
