Epoch,Train_Loss,Val_Loss,Val_RMSE,Val_Pearson
1,0.2546756416152084,0.28967371582984924,1249.7328182308274,0.545036379035142
2,0.10958651180475787,0.23002266883850098,1210.909872701046,0.5520903746924656
3,0.08159661427384517,0.24791927635669708,1240.7192990049,0.509989819813996
4,0.06775685521911402,0.2522755265235901,1282.110446357515,0.48458201167071857
5,0.059865974846596275,0.23843452334403992,1297.0469096866902,0.504888983767347
6,0.05284437488337032,0.24141721427440643,1298.690301279457,0.4861214261491011
7,0.04934391198181064,0.2401229739189148,1297.79233187756,0.4891946406872425
8,0.04512910111272921,0.2478218525648117,1309.1662570183505,0.4772602589804112
9,0.042245941267150346,0.2468470185995102,1340.0489570308957,0.47441268197406
10,0.03923593522583852,0.2509884238243103,1420.4886638249336,0.46956473911762014
11,0.03781378773025802,0.24857276678085327,1360.6541527952654,0.46992208539571856
12,0.03507602678947761,0.2502414286136627,1385.175956565325,0.46921975487447526
13,0.0327082817020312,0.2605290114879608,1344.2217716427256,0.46236705681457196
14,0.031236954043553176,0.25816309452056885,1377.9504639656711,0.46030207938014334
15,0.030565848675826207,0.26911041140556335,1311.0513493093258,0.46833740944318597
16,0.028505462807058637,0.25918838381767273,1292.1991585650374,0.47942555863937325
17,0.027156770422728987,0.2574905753135681,1318.5900913280952,0.47799419539673627
18,0.02621827810962018,0.2592930495738983,1311.4284890418783,0.47830276099879215
19,0.025099727635582287,0.25201520323753357,1299.2282652549784,0.49047151765863817
20,0.024614760194156992,0.2532786428928375,1340.7716010706122,0.484752475235628
21,0.0236793719537434,0.249573215842247,1272.392262277739,0.5066789418191245
22,0.02260352797358414,0.25116634368896484,1276.2539895085044,0.5006922388490626
23,0.022054642052109774,0.2512219250202179,1270.4315241297043,0.5052295068857202
24,0.021198517291760834,0.25190430879592896,1264.3079823050764,0.5109799488264225
25,0.02042238094686159,0.24761827290058136,1242.2229996945555,0.5269137121927489
26,0.02012286324033646,0.24143889546394348,1244.1988042858436,0.5267914363512484
27,0.01948129684954393,0.24116598069667816,1238.3863269634326,0.533152845130342
28,0.019136272991696995,0.24153609573841095,1230.9882817566825,0.5367076170552821
29,0.018300673858226976,0.23067216575145721,1216.8645982613818,0.5475255130073454
30,0.01793339082594615,0.23727940022945404,1224.1430084250285,0.5446706995440714
31,0.017556659683910875,0.22970004379749298,1219.9993895200234,0.5444874568444528
32,0.017340489413813165,0.23070268332958221,1205.2006926042793,0.5553956917892576
33,0.017052250725975455,0.23036162555217743,1210.769542811773,0.5469493017596937
34,0.01636634215386839,0.23599356412887573,1220.5644525177834,0.542505658314216
35,0.017097317908834564,0.22612056136131287,1204.749283162872,0.5538089628790285
36,0.015664684219804943,0.2275148630142212,1203.6375229735604,0.5538089060596746
37,0.015337334034832123,0.22176766395568848,1205.770694543288,0.5551956059375468
38,0.015343865593437289,0.21718262135982513,1200.8729898455958,0.5547985342255438
39,0.014962021821265012,0.2131614238023758,1190.8324935607775,0.5624128252235268
40,0.015165775352732731,0.2203403264284134,1195.7493048329648,0.5609555783319656
41,0.01440153747817369,0.21968606114387512,1191.3377261168137,0.566546565184984
42,0.01435478994001945,0.22482997179031372,1193.9460736043538,0.5685426448965862
43,0.014192439463050639,0.21918152272701263,1187.547663516937,0.5679333453689847
44,0.014096977881313673,0.20967638492584229,1172.3420718664127,0.5725008535586581
45,0.01359876994389654,0.21170324087142944,1177.7793463472585,0.5740370210198787
46,0.013705400841646507,0.2071182131767273,1166.5110960103796,0.5821951060068771
47,0.013313158959801731,0.221585214138031,1184.1097426195088,0.5780977739394244
48,0.013142581601611903,0.2069554328918457,1170.0459129727637,0.5785428464021208
49,0.013282731363722862,0.20816367864608765,1167.6460627847064,0.5854482091466509
50,0.012941358397241498,0.20490533113479614,1165.3395147758479,0.582358595706455
51,0.012904141647893875,0.20887307822704315,1168.665562529717,0.5819500585085908
52,0.012599480272235114,0.20649778842926025,1162.321707112443,0.5907437609311406
53,0.012492698479871282,0.2021045684814453,1159.4952119475238,0.5866927414674391
54,0.012373867541388736,0.21687805652618408,1181.2035243829,0.5821188931111464
55,0.012278215827349104,0.2097489833831787,1169.3721517568958,0.5861648585418894
56,0.012049348388742553,0.20403136312961578,1156.280324637824,0.5909686022945855
57,0.01202152990049026,0.20859366655349731,1166.4138658306365,0.5874384349971972
58,0.012004019758699696,0.20566000044345856,1158.1094420786692,0.5927971992345769
